neighbor_handle,SITEADDR,ZIP,NUMBLDGS,NUMUNITS,LANDUSE1,VACANTLAND,ASMTIMPROV,LANDUSE_DESC,suggested_hangers,near_demo_sites,notifications_needed
14899000130,4019 GREEN LEA PL,63107,1,1,1110,N,1580,Single-family residence,1,4016 Carter Avenue,1
14899000140,4021 GREEN LEA PL,63107,1,1,1110,N,1540,Single-family residence,1,4016 Carter Avenue,1
14899000150,4023 GREEN LEA PL,63107,1,1,1110,N,1550,Single-family residence,1,4016 Carter Avenue,1
14900000090,4024 GREEN LEA PL,63107,1,1,1110,N,1880,Single-family residence,1,4016 Carter Avenue,1
14900000080,4026 GREEN LEA PL,63107,1,1,1110,N,3530,Single-family residence,1,4016 Carter Avenue,1
14899000170,4027 GREEN LEA PL,63107,1,1,1110,N,1460,Single-family residence,1,4016 Carter Avenue,1
14899000180,4031 GREEN LEA PL,63107,1,1,1110,N,3450,Single-family residence,1,4016 Carter Avenue,1
14900000050,4032 GREEN LEA PL,63107,1,1,1110,N,2420,Single-family residence,1,4016 Carter Avenue,1
14900000040,4034 GREEN LEA PL,63107,1,1,1110,N,1430,Single-family residence,1,4016 Carter Avenue,1
14899000190,4035 GREEN LEA PL,63107,1,1,1110,N,1770,Single-family residence,1,4016 Carter Avenue,1
14899000200,4037 GREEN LEA PL,63107,1,1,1110,N,1860,Single-family residence,1,4016 Carter Avenue,1
14900000030,4038 GREEN LEA PL,63107,1,1,1110,N,1540,Single-family residence,1,4016 Carter Avenue,1
14899000220,4045 GREEN LEA PL,63107,1,1,1110,N,2290,Single-family residence,1,4016 Carter Avenue,1
14469050190,4412-4 GREER AV,63115,1,2,1120,N,1370,Two-family (duplex/flat),2,3010 N Newstead Avenue; 4458 Elmbank Avenue,2
13618000290,4417 GREER AV,63115,1,1,1110,N,1140,Single-family residence,1,3010 N Newstead Avenue; 4458 Elmbank Avenue; 4461 Elmbank Avenue,3
14469050170,4420 GREER AV,63115,1,1,1110,N,2280,Single-family residence,1,3010 N Newstead Avenue; 4458 Elmbank Avenue,2
14469050160,4422 GREER AV,63115,1,2,1120,N,740,Two-family (duplex/flat),2,3010 N Newstead Avenue; 4458 Elmbank Avenue,2
14469050150,4426 GREER AV,63115,1,1,1110,N,960,Single-family residence,1,3010 N Newstead Avenue; 4458 Elmbank Avenue,2
13618000320,4429 GREER AV,63115,1,1,1120,N,3830,Two-family (duplex/flat),1,3010 N Newstead Avenue; 4458 Elmbank Avenue; 4461 Elmbank Avenue,3
14469050100,4440 GREER AV,63115,1,2,1120,N,1400,Two-family (duplex/flat),2,3010 N Newstead Avenue; 4458 Elmbank Avenue; 4461 Elmbank Avenue,3
13618000390,4443 GREER AV,63115,1,2,1120,N,290,Two-family (duplex/flat),2,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
14469050080,4448 GREER AV,63115,1,1,1110,N,2180,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
13618000410,4449 GREER AV,63115,1,1,1110,N,290,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
14469050070,4452 GREER AV,63115,1,1,1110,N,1970,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
14469050060,4454 GREER AV,63115,1,1,1110,N,2660,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
13618000430,4455 GREER AV,63115,1,1,1110,N,290,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
14469050050,4458 GREER AV,63115,1,1,1110,N,2140,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
13618000440,4459 GREER AV,63115,1,1,1110,N,290,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
13618000450,4463 GREER AV,63115,1,1,1110,N,290,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
14469050030,4464 GREER AV,63115,1,1,1110,N,1820,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
13618000460,4465 GREER AV,63115,1,1,1110,N,1190,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
14469050010,4468-70 GREER AV,63115,1,2,1120,N,290,Two-family (duplex/flat),2,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
14462060250,4515 GREER AV,63115,1,1,1110,N,1440,Single-family residence,1,4458 Elmbank Avenue; 4528 Ashland Avenue; 4549 Labadie Avenue,3
14462060260,4517 GREER AV,63115,1,1,1110,N,2920,Single-family residence,1,4528 Ashland Avenue; 4549 Labadie Avenue,2
13710020210,4520 GREER AV,63115,1,1,1110,N,290,Single-family residence,1,4549 Labadie Avenue,1
14462060270,4521 GREER AV,63115,1,1,1110,N,1540,Single-family residence,1,4528 Ashland Avenue; 4549 Labadie Avenue,2
13710020200,4522 GREER AV,63115,1,1,1110,N,290,Single-family residence,1,4549 Labadie Avenue,1
14462060280,4525 GREER AV,63115,1,1,1110,N,910,Single-family residence,1,4528 Ashland Avenue; 4549 Labadie Avenue,2
13710020190,4526 GREER AV,63115,1,1,1110,N,800,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue,2
14462060290,4527 GREER AV,63115,1,1,1110,N,1990,Single-family residence,1,4528 Ashland Avenue; 4549 Labadie Avenue,2
13710020180,4528 GREER AV,63115,1,1,1110,N,2370,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue,2
14462060300,4529 GREER AV,63115,1,1,1110,N,2140,Single-family residence,1,4528 Ashland Avenue; 4549 Labadie Avenue,2
13710020170,4530 GREER AV,63115,1,1,1110,N,290,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue,2
14462060310,4531 GREER AV,63115,1,1,1110,N,2120,Single-family residence,1,4528 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,3
13710020160,4534 GREER AV,63115,1,1,1110,N,290,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue,2
14462060320,4535 GREER AV,63115,1,1,1110,N,1090,Single-family residence,1,4528 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,3
14462060330,4537 GREER AV,63115,1,1,1110,N,2430,Single-family residence,1,4528 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,3
13710020140,4538 GREER AV,63115,1,1,1110,N,230,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue,2
14462060340,4539 GREER AV,63115,1,1,1110,N,2100,Single-family residence,1,4528 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,3
14462060350,4543 GREER AV,63115,1,1,1110,N,4280,Single-family residence,1,4528 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,3
13710020130,4544 GREER AV,63115,1,1,1110,N,3910,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue,2
14462060360,4547 GREER AV,63115,1,1,1110,N,3220,Single-family residence,1,4528 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,3
13710020120,4548 GREER AV,63115,1,1,1110,N,3800,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue,2
13710020110,4552 GREER AV,63115,1,1,1110,N,3680,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue,2
14462060370,4553 GREER AV,63115,1,1,1110,N,4170,Single-family residence,1,4528 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,3
13710020100,4556 GREER AV,63115,1,1,1110,N,3380,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue,2
14462060380,4557 GREER AV,63115,1,1,1110,N,3400,Single-family residence,1,4528 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,3
13710020090,4560 GREER AV,63115,1,1,1110,N,4750,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
14462060390,4561 GREER AV,63115,1,1,1110,N,4040,Single-family residence,1,4528 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,3
14462060400,4601-3 GREER AV,63115,1,4,1140,N,2840,Four-family / small multi-family,4,4549 Labadie Avenue; 4615 Labadie Avenue,2
13710020080,4604 GREER AV,63115,1,1,1110,N,990,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020070,4606 GREER AV,63115,1,2,1120,N,2740,Two-family (duplex/flat),2,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020060,4608 GREER AV,63115,1,2,1120,N,2590,Two-family (duplex/flat),2,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
14462060420,4609-11 GREER AV,63115,1,2,1120,N,2430,Two-family (duplex/flat),2,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
14462060430,4615 GREER AV,63115,1,1,1110,N,1270,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020050,4616 GREER AV,63115,1,1,1110,N,4420,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
14462060440,4619 GREER AV,63115,1,1,1110,N,1500,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020040,4622 GREER AV,63115,1,1,1110,N,2660,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
14462060453,4623 GREER AV,63115,1,1,1110,N,1580,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020030,4624 GREER AV,63115,1,1,1110,N,3060,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
14462060455,4625 GREER AV,63115,1,1,1110,N,2780,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020020,4626 GREER AV,63115,1,1,1110,N,3310,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020010,4628 GREER AV,63115,1,1,1110,N,3060,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710010070,4656 GREER AV,63115,1,2,1120,N,2620,Two-family (duplex/flat),2,4615 Labadie Avenue; 4651 Labadie Avenue,2
13710010060,4660 GREER AV,63115,1,4,1140,N,1790,Four-family / small multi-family,4,4615 Labadie Avenue; 4651 Labadie Avenue,2
13710010050,4664 GREER AV,63115,1,2,1120,N,2280,Two-family (duplex/flat),2,4615 Labadie Avenue; 4651 Labadie Avenue,2
14480000430,4700 GREER AV,63115,1,2,1120,N,3020,Two-family (duplex/flat),2,4651 Labadie Avenue,1
14481030410,4701 GREER AV,63115,1,1,1110,N,4050,Single-family residence,1,4651 Labadie Avenue,1
14481030420,4703 GREER AV,63115,1,1,1110,N,910,Single-family residence,1,4651 Labadie Avenue,1
14480000420,4704 GREER AV,63115,1,2,1120,N,3160,Two-family (duplex/flat),2,4651 Labadie Avenue,1
14480000410,4708 GREER AV,63115,1,2,1120,N,3330,Two-family (duplex/flat),2,4651 Labadie Avenue,1
13781000250,4714 HAMMETT PL,63113,1,1,1110,N,290,Single-family residence,1,4649 N Market Street,1
13781000240,4718 HAMMETT PL,63113,1,4,1140,N,1950,Four-family / small multi-family,4,4649 N Market Street,1
14477010320,4719 HAMMETT PL,63113,1,1,1110,N,6600,Single-family residence,1,4649 N Market Street,1
13540000100,2006 HARRIS AV,63107,1,1,1110,N,4590,Single-family residence,1,2104 Harris Avenue,1
13540000090,2012 HARRIS AV,63107,1,1,1110,N,6990,Single-family residence,1,2104 Harris Avenue,1
13540000080,2018 HARRIS AV,63107,1,1,1110,N,17750,Single-family residence,1,2104 Harris Avenue,1
13540000070,2022 HARRIS AV,63107,1,1,1110,N,5500,Single-family residence,1,2104 Harris Avenue,1
13540000060,2026 HARRIS AV,63107,1,1,1110,N,5110,Single-family residence,1,2104 Harris Avenue,1
13540000050,2030 HARRIS AV,63107,1,1,1110,N,5890,Single-family residence,1,2104 Harris Avenue,1
13540000040,2034 HARRIS AV,63107,1,1,1110,N,5300,Single-family residence,1,2104 Harris Avenue,1
13540000030,2040 HARRIS AV,63107,1,1,1110,N,7090,Single-family residence,1,2104 Harris Avenue,1
13540000020,2044 HARRIS AV,63107,1,1,1110,N,7240,Single-family residence,1,2104 Harris Avenue,1
13540000010,2048 HARRIS AV,63107,1,1,1110,N,4070,Single-family residence,1,2104 Harris Avenue,1
13541000120,2108 HARRIS AV,63107,1,1,1110,N,4490,Single-family residence,1,2104 Harris Avenue,1
13541000110,2110-2 HARRIS AV,63107,1,4,1140,N,4330,Four-family / small multi-family,4,2104 Harris Avenue,1
13541000100,2116 HARRIS AV,63107,1,1,1110,N,7480,Single-family residence,1,2104 Harris Avenue,1
13541000090,2120 HARRIS AV,63107,1,1,1110,N,3390,Single-family residence,1,2104 Harris Avenue,1
13541000080,2124 HARRIS AV,63107,1,1,1110,N,10980,Single-family residence,1,2104 Harris Avenue,1
13541000070,2130 HARRIS AV,63107,1,2,1120,N,4010,Two-family (duplex/flat),2,2104 Harris Avenue,1
13541000060,2134 HARRIS AV,63107,1,1,1120,N,4820,Two-family (duplex/flat),1,2104 Harris Avenue,1
13541000050,2138 HARRIS AV,63107,1,2,1120,N,2620,Two-family (duplex/flat),2,2104 Harris Avenue,1
13541000040,2142 HARRIS AV,63107,1,1,1110,N,8080,Single-family residence,1,2104 Harris Avenue,1
13541000030,2146 HARRIS AV,63107,1,1,1120,N,5930,Two-family (duplex/flat),1,2104 Harris Avenue,1
13541000020,2150-2 HARRIS AV,63107,1,4,1140,N,2210,Four-family / small multi-family,4,2104 Harris Avenue,1
13541000010,2154-6 HARRIS AV,63107,1,0,5000,N,2200,"Commercial/retail, general",1,2104 Harris Avenue,1
14441090075,3621-3 HARRIS AV,63115,1,4,1140,N,760,Four-family / small multi-family,4,4236 Sacramento Avenue,1
13716000070,4566 KENNERLY AV,63113,1,2,1120,N,290,Two-family (duplex/flat),2,4547 Maffitt Avenue; 4565 Saint Ferdinand Avenue; 4577 Cottage Avenue,3
13715000480,4567 KENNERLY AV,63113,1,1,1110,N,100,Single-family residence,1,4547 Maffitt Avenue; 4577 Cottage Avenue,2
13716000060,4570 KENNERLY AV,63113,1,1,1110,N,0,Single-family residence,1,4547 Maffitt Avenue; 4565 Saint Ferdinand Avenue; 4577 Cottage Avenue,3
13715000490,4571 KENNERLY AV,63113,1,1,1110,N,2820,Single-family residence,1,4547 Maffitt Avenue; 4577 Cottage Avenue,2
13713000170,4611 KENNERLY AV,63113,1,1,1110,N,2540,Single-family residence,1,4577 Cottage Avenue,1
14470000190,4618 KENNERLY AV,63113,1,1,1110,N,1820,Single-family residence,1,4577 Cottage Avenue; 4615 Saint Ferdinand Avenue,2
14470000120,4638 KENNERLY AV,63113,1,1,1110,N,2400,Single-family residence,1,4615 Saint Ferdinand Avenue,1
14470000110,4640 KENNERLY AV,63113,1,1,1110,N,1130,Single-family residence,1,4615 Saint Ferdinand Avenue,1
15057000230,4737-9 KENSINGTON AV,63108,1,4,1140,N,1650,Four-family / small multi-family,4,912 Bayard Avenue,1
15057000240,4741 KENSINGTON AV,63108,1,1,1110,N,3790,Single-family residence,1,912 Bayard Avenue,1
14839000310,5005 KENSINGTON AV,63108,1,0,5810,N,30300,Code 5810 (not in dictionary),1,5052 Cates Avenue,1
14838000230,5012 KENSINGTON AV,63108,1,2,1120,N,2380,Two-family (duplex/flat),2,5052 Cates Avenue,1
14838000180,5024 KENSINGTON AV,63108,1,2,1120,N,1830,Two-family (duplex/flat),2,5052 Cates Avenue,1
14838000170,5028 KENSINGTON AV,63108,1,1,1110,N,2090,Single-family residence,1,5052 Cates Avenue,1
14838000160,5030 KENSINGTON AV,63108,1,1,1110,N,290,Single-family residence,1,5052 Cates Avenue,1
14839000360,5031 KENSINGTON AV,63108,1,2,1120,N,3900,Two-family (duplex/flat),2,5052 Cates Avenue,1
14838000150,5032 KENSINGTON AV,63108,1,1,1110,N,0,Single-family residence,1,5052 Cates Avenue,1
14839000370,5033 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5052 Cates Avenue,1
14838000130,5038 KENSINGTON AV,63108,1,1,1110,N,290,Single-family residence,1,5052 Cates Avenue,1
14839000400,5041-3 KENSINGTON AV,63108,1,4,1140,N,2600,Four-family / small multi-family,4,5052 Cates Avenue,1
14839000410,5049 KENSINGTON AV,63108,1,1,1110,N,3470,Single-family residence,1,5052 Cates Avenue,1
14838000090,5050 KENSINGTON AV,63108,1,2,1120,N,2730,Two-family (duplex/flat),2,5052 Cates Avenue,1
14839000420,5051 KENSINGTON AV,63108,1,1,1110,N,1120,Single-family residence,1,5052 Cates Avenue,1
14839000430,5053 KENSINGTON AV,63108,1,1,1110,N,290,Single-family residence,1,5052 Cates Avenue,1
14839000440,5055-7 KENSINGTON AV,63108,1,2,1120,N,1090,Two-family (duplex/flat),2,5052 Cates Avenue,1
14838000070,5058 KENSINGTON AV,63108,1,1,1110,N,4180,Single-family residence,1,5052 Cates Avenue,1
14839000450,5059-61 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5052 Cates Avenue,1
14838000050,5064 KENSINGTON AV,63108,1,1,1110,N,4070,Single-family residence,1,5052 Cates Avenue,1
14839000470,5065 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5052 Cates Avenue,1
14838000040,5068 KENSINGTON AV,63108,1,1,1110,N,1300,Single-family residence,1,5052 Cates Avenue,1
14838000030,5070-2 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5052 Cates Avenue,1
14839000500,5075 KENSINGTON AV,63108,1,1,1120,N,290,Two-family (duplex/flat),1,5052 Cates Avenue,1
14839000510,5077 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5052 Cates Avenue,1
14839000540,5087 KENSINGTON AV,63108,1,1,1110,N,4260,Single-family residence,1,5052 Cates Avenue,1
14842000290,5101 KENSINGTON AV,63108,1,2,1120,N,2150,Two-family (duplex/flat),2,5052 Cates Avenue,1
14843000110,5156 KENSINGTON AV,63108,1,2,1120,N,4090,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14842000450,5157 KENSINGTON AV,63108,1,1,1110,N,1260,Single-family residence,1,5207 Kensington Avenue,1
14843000100,5158-60 KENSINGTON AV,63108,1,2,1120,N,2440,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14842000460,5159 KENSINGTON AV,63108,1,1,1110,N,12000,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14843000080,5166 KENSINGTON AV,63108,1,2,1120,N,6410,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14843000070,5168-70 KENSINGTON AV,63108,1,2,1120,N,1790,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14842000490,5169 KENSINGTON AV,63108,1,2,1120,N,6120,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14843000060,5172 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14842000500,5173 KENSINGTON AV,63108,1,1,1110,N,2490,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14843000055,5174-8 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14842000510,5175 KENSINGTON AV,63108,1,1,1110,N,700,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14842000520,5179 KENSINGTON AV,63108,1,1,1110,N,290,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14843000030,5182-4 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14843000020,5186-8 KENSINGTON AV,63108,1,2,1120,N,3110,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14843000010,5190-8 KENSINGTON AV,63108,3,7,1185,N,20620,"Residential variant, likely condo/misc (?)",7,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000150,5200-2 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14847000090,5201 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000130,5206-8 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5207 Kensington Avenue,1
14847000110,5207 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue,1
14847000120,5209 KENSINGTON AV,63108,1,1,1110,N,1180,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000120,5210-2 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14847000130,5211 KENSINGTON AV,63108,1,1,1110,N,4200,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14847000140,5215-7 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14847000160,5221 KENSINGTON AV,63108,1,1,1110,N,19000,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000090,5222-4 KENSINGTON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14847000170,5223 KENSINGTON AV,63108,1,1,1110,N,4480,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000080,5226 KENSINGTON AV,63108,1,2,1120,N,3900,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14847000190,5227 KENSINGTON AV,63108,1,1,1110,N,5130,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14847000210,5231 KENSINGTON AV,63108,1,1,1110,N,3660,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000060,5232 KENSINGTON AV,63108,1,1,1120,N,3730,Two-family (duplex/flat),1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14847000220,5235-7 KENSINGTON AV,63108,1,2,1120,N,2620,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000040,5238 KENSINGTON AV,63108,1,2,1120,N,1680,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14465000530,4307 LABADIE AV,63115,1,1,1110,N,290,Single-family residence,1,4327 Labadie Avenue,1
14468060140,4316 LABADIE AV,63115,1,1,1110,N,2660,Single-family residence,1,3010 N Newstead Avenue; 4327 Labadie Avenue,2
13620000510,4325 LABADIE AV,63115,1,1,1110,N,290,Single-family residence,1,3010 N Newstead Avenue; 4327 Labadie Avenue,2
13620000520,4327 LABADIE AV,63115,1,1,1110,N,290,Single-family residence,1,3010 N Newstead Avenue,1
14468060050,4346 LABADIE AV,63115,1,2,1120,N,2320,Two-family (duplex/flat),2,3010 N Newstead Avenue; 4327 Labadie Avenue,2
14468060040,4350 LABADIE AV,63115,1,1,1110,N,720,Single-family residence,1,3010 N Newstead Avenue; 4327 Labadie Avenue,2
14468060010,4358 LABADIE AV,63115,1,1,1110,N,290,Single-family residence,1,3010 N Newstead Avenue; 4327 Labadie Avenue,2
14469050310,4419 LABADIE AV,63115,1,1,1110,N,970,Single-family residence,1,3010 N Newstead Avenue,1
