neighbor_handle,SITEADDR,ZIP,NUMBLDGS,NUMUNITS,LANDUSE1,VACANTLAND,ASMTIMPROV,LANDUSE_DESC,suggested_hangers,near_demo_sites,notifications_needed
13711020200,4532 LABADIE AV,63115,1,1,1110,N,1640,Single-family residence,1,4547 Maffitt Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,3
13710020340,4533 LABADIE AV,63115,1,1,1110,N,930,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue,2
13711020180,4540 LABADIE AV,63115,1,1,1110,N,290,Single-family residence,1,4547 Maffitt Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,3
13711020170,4546 LABADIE AV,63115,1,0,1000,N,760,Code 1000 (not in dictionary),1,4547 Maffitt Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,3
13711020160,4548-50 LABADIE AV,63115,1,2,1120,N,3970,Two-family (duplex/flat),2,4547 Maffitt Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,3
13710020370,4549 LABADIE AV,63115,1,1,1110,N,1070,Single-family residence,1,4615 Labadie Avenue,1
13710020380,4553 LABADIE AV,63115,1,1,1110,N,2280,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue,2
13710020410,4563-5 LABADIE AV,63115,1,4,1140,N,1680,Four-family / small multi-family,4,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13711020110,4600 LABADIE AV,63115,1,2,1120,N,1740,Two-family (duplex/flat),2,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020420,4603 LABADIE AV,63115,1,1,1110,N,2320,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13711020100,4604 LABADIE AV,63115,1,1,1110,N,2240,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020430,4607 LABADIE AV,63115,1,2,1120,N,990,Two-family (duplex/flat),2,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13711020080,4608 LABADIE AV,63115,1,1,1110,N,2470,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020440,4609-11 LABADIE AV,63115,1,2,1120,N,3160,Two-family (duplex/flat),2,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13711020070,4610 LABADIE AV,63115,1,1,1110,N,2780,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020450,4613-5 LABADIE AV,63115,1,2,1120,N,890,Two-family (duplex/flat),2,4549 Labadie Avenue; 4651 Labadie Avenue,2
13711020060,4614 LABADIE AV,63115,1,1,1110,N,2940,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020460,4617 LABADIE AV,63115,1,1,1110,N,1330,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13711020050,4618 LABADIE AV,63115,1,1,1110,N,4150,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020470,4619 LABADIE AV,63115,1,2,1120,N,2300,Two-family (duplex/flat),2,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13711020040,4622 LABADIE AV,63115,1,1,1110,N,1750,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020480,4623 LABADIE AV,63115,1,1,1110,N,2290,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13711020030,4626 LABADIE AV,63115,1,1,1110,N,1820,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13711020020,4628 LABADIE AV,63115,1,1,1110,N,1800,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13710020495,4629 LABADIE AV,63115,1,1,0,N,2140,Unclassified,1,4549 Labadie Avenue; 4615 Labadie Avenue; 4651 Labadie Avenue,3
13711010160,4638 LABADIE AV,63115,1,1,1110,N,2200,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13710010130,4639 LABADIE AV,63115,1,1,1110,N,1950,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13711010150,4640 LABADIE AV,63115,1,1,1110,N,2500,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13710010140,4641 LABADIE AV,63115,1,1,1110,N,940,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13710010150,4645 LABADIE AV,63115,1,1,1110,N,2300,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13710010160,4647 LABADIE AV,63115,1,1,1110,N,2200,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13711010130,4650 LABADIE AV,63115,1,1,1110,N,1680,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13710010170,4651 LABADIE AV,63115,1,1,1110,N,2440,Single-family residence,1,4615 Labadie Avenue,1
13711010120,4652 LABADIE AV,63115,1,2,1120,N,1920,Two-family (duplex/flat),2,4615 Labadie Avenue; 4651 Labadie Avenue,2
13710010180,4653 LABADIE AV,63115,1,1,1110,N,1070,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13711010110,4654 LABADIE AV,63115,1,1,1110,N,1550,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13710010190,4655 LABADIE AV,63115,1,1,1110,N,2220,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13711010100,4656 LABADIE AV,63115,1,1,1110,N,1750,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13710010200,4659 LABADIE AV,63115,1,1,1110,N,1360,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13711010090,4660 LABADIE AV,63115,1,1,1110,N,1630,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13710010210,4661 LABADIE AV,63115,1,2,1120,N,3810,Two-family (duplex/flat),2,4615 Labadie Avenue; 4651 Labadie Avenue,2
13711010080,4664 LABADIE AV,63115,1,1,1110,N,910,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13711010070,4666 LABADIE AV,63115,1,1,1110,N,1760,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
13711010350,4682 LABADIE AV,63115,1,38,1185,N,267630,"Residential variant, likely condo/misc (?)",38,4651 Labadie Avenue,1
14479000300,4700 LABADIE AV,63115,2,4,5000,N,480,"Commercial/retail, general",4,4651 Labadie Avenue,1
14480000450,4701 LABADIE AV,63115,1,2,1120,N,3900,Two-family (duplex/flat),2,4651 Labadie Avenue,1
14480000460,4703 LABADIE AV,63115,1,2,1120,N,2370,Two-family (duplex/flat),2,4651 Labadie Avenue,1
14480000470,4705 LABADIE AV,63115,1,2,1120,N,2060,Two-family (duplex/flat),2,4651 Labadie Avenue,1
14479000290,4706 LABADIE AV,63115,1,2,1120,N,2960,Two-family (duplex/flat),2,4651 Labadie Avenue,1
14474000040,4634 LEDUC ST,63113,1,4,1140,N,290,Four-family / small multi-family,4,1803 Cora Avenue; 1825 Cora Avenue; 4649 N Market Street,3
14473000060,4635 LEDUC ST,63113,1,4,1140,N,1630,Four-family / small multi-family,4,1803 Cora Avenue; 1825 Cora Avenue; 4649 N Market Street,3
14473000070,4641 LEDUC ST,63113,1,2,1120,N,290,Two-family (duplex/flat),2,1803 Cora Avenue; 1825 Cora Avenue; 4649 N Market Street,3
14474000010,4648 LEDUC ST,63113,1,1,1110,N,580,Single-family residence,1,1803 Cora Avenue; 1825 Cora Avenue; 4649 N Market Street,3
14473000090,4649 LEDUC ST,63113,1,4,1140,N,1800,Four-family / small multi-family,4,1803 Cora Avenue; 1825 Cora Avenue; 4649 N Market Street,3
13781000370,4715-7 LEDUC ST,63113,1,4,1140,N,1740,Four-family / small multi-family,4,4649 N Market Street,1
13781000380,4719 LEDUC ST,63113,1,2,1120,N,2090,Two-family (duplex/flat),2,4649 N Market Street,1
14552000230,4727 LEWIS PL,63113,1,1,1110,N,3160,Single-family residence,1,1151 Walton Avenue,1
15052000060,4730 LEWIS PL,63113,1,1,1110,N,3480,Single-family residence,1,912 Bayard Avenue,1
15052000050,4734 LEWIS PL,63113,1,1,1110,N,5350,Single-family residence,1,912 Bayard Avenue,1
14552000240,4735 LEWIS PL,63113,1,1,1110,N,3180,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
15052000040,4738 LEWIS PL,63113,1,1,1110,N,3310,Single-family residence,1,912 Bayard Avenue,1
14552000250,4739 LEWIS PL,63113,1,1,1110,N,1400,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
15052000030,4740 LEWIS PL,63113,1,1,1110,N,1900,Single-family residence,1,912 Bayard Avenue,1
14552000260,4741 LEWIS PL,63113,1,1,1110,N,3560,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
15052000020,4744 LEWIS PL,63113,1,1,1110,N,1400,Single-family residence,1,912 Bayard Avenue,1
14552000270,4745 LEWIS PL,63113,1,1,1110,N,2880,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
15052000010,4752 LEWIS PL,63113,1,1,1110,N,3620,Single-family residence,1,912 Bayard Avenue,1
14552000280,4753 LEWIS PL,63113,1,1,1110,N,2810,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
14441090120,4207 LEXINGTON AV,63115,1,1,1110,N,650,Single-family residence,1,4236 Sacramento Avenue,1
14441090150,4217 LEXINGTON AV,63115,1,1,1110,N,500,Single-family residence,1,4236 Sacramento Avenue,1
14441090160,4219 LEXINGTON AV,63115,1,1,1110,N,1870,Single-family residence,1,4236 Sacramento Avenue,1
14441090170,4223 LEXINGTON AV,63115,1,1,1110,N,1190,Single-family residence,1,4236 Sacramento Avenue,1
14441090190,4229 LEXINGTON AV,63115,1,1,1110,N,1070,Single-family residence,1,4236 Sacramento Avenue,1
14441090200,4233 LEXINGTON AV,63115,1,1,1110,N,410,Single-family residence,1,4236 Sacramento Avenue,1
14441090210,4239 LEXINGTON AV,63115,1,1,1110,N,1820,Single-family residence,1,4236 Sacramento Avenue,1
14441090220,4241 LEXINGTON AV,63115,1,2,1120,N,3560,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
14441090230,4243 LEXINGTON AV,63115,1,2,1120,N,3520,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
14441090240,4245 LEXINGTON AV,63115,1,1,1110,N,2220,Single-family residence,1,4236 Sacramento Avenue,1
14441090250,4247 LEXINGTON AV,63115,1,1,1110,N,2220,Single-family residence,1,4236 Sacramento Avenue,1
14441090260,4251 LEXINGTON AV,63115,1,1,1110,N,530,Single-family residence,1,4236 Sacramento Avenue,1
14441090280,4255 LEXINGTON AV,63115,1,1,1120,N,1300,Two-family (duplex/flat),1,4236 Sacramento Avenue,1
14441090290,4257 LEXINGTON AV,63115,1,2,1120,N,2780,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
14441090300,4265 LEXINGTON AV,63115,1,1,1110,N,1450,Single-family residence,1,4236 Sacramento Avenue,1
14447040085,4442-4 LEXINGTON AV,63115,1,2,1118,N,10150,"Single-family variant, likely attached/row (?)",2,4461 Elmbank Avenue,1
14447040081,4450-2 LEXINGTON AV,63115,1,3,1118,N,10280,"Single-family variant, likely attached/row (?)",3,4461 Elmbank Avenue,1
14447040070,4454 LEXINGTON AV,63115,1,1,1110,N,2060,Single-family residence,1,4461 Elmbank Avenue,1
14447040060,4456 LEXINGTON AV,63115,1,1,1110,N,2020,Single-family residence,1,4461 Elmbank Avenue,1
14447040041,4460-2 LEXINGTON AV,63115,1,2,1118,N,3170,"Single-family variant, likely attached/row (?)",2,4461 Elmbank Avenue; 4519 Lexington Avenue,2
14446040330,4465 LEXINGTON AV,63115,1,1,1110,N,2470,Single-family residence,1,4519 Lexington Avenue,1
14446040340,4467 LEXINGTON AV,63115,1,1,1110,N,1820,Single-family residence,1,4519 Lexington Avenue,1
14447040030,4468-70 LEXINGTON AV,63115,1,4,1140,N,2740,Four-family / small multi-family,4,4461 Elmbank Avenue; 4519 Lexington Avenue,2
14446040350,4469 LEXINGTON AV,63115,1,1,1110,N,940,Single-family residence,1,4519 Lexington Avenue,1
14447040020,4472 LEXINGTON AV,63115,1,1,1110,N,970,Single-family residence,1,4461 Elmbank Avenue; 4519 Lexington Avenue,2
14446040360,4473 LEXINGTON AV,63115,1,1,1110,N,1970,Single-family residence,1,4519 Lexington Avenue,1
14447040010,4474 LEXINGTON AV,63115,1,1,1110,N,1830,Single-family residence,1,4461 Elmbank Avenue; 4519 Lexington Avenue,2
14446040370,4475 LEXINGTON AV,63115,1,1,1110,N,2150,Single-family residence,1,4519 Lexington Avenue,1
14448060150,4514 LEXINGTON AV,63115,1,1,1110,N,1750,Single-family residence,1,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448050320,4517 LEXINGTON AV,63115,1,1,1110,N,2570,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448060140,4518 LEXINGTON AV,63115,1,1,1110,N,1320,Single-family residence,1,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448050330,4519 LEXINGTON AV,63115,1,1,1110,N,2240,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue,2
14448060130,4520 LEXINGTON AV,63115,1,2,1120,N,3180,Two-family (duplex/flat),2,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448050340,4523 LEXINGTON AV,63115,1,1,1110,N,1590,Single-family residence,1,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448060120,4524 LEXINGTON AV,63115,1,2,1120,N,4210,Two-family (duplex/flat),2,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448060110,4526 LEXINGTON AV,63115,1,2,1120,N,1610,Two-family (duplex/flat),2,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448050350,4527 LEXINGTON AV,63115,1,1,1110,N,3000,Single-family residence,1,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448050360,4529 LEXINGTON AV,63115,1,1,1110,N,1590,Single-family residence,1,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448060100,4530 LEXINGTON AV,63115,1,0,1120,Y,2560,Two-family (duplex/flat),1,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448060090,4532 LEXINGTON AV,63115,1,1,1110,N,2260,Single-family residence,1,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448050370,4533 LEXINGTON AV,63115,1,1,1110,N,3660,Single-family residence,1,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448060080,4534 LEXINGTON AV,63115,1,1,1110,N,2240,Single-family residence,1,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448050380,4535 LEXINGTON AV,63115,1,1,1110,N,3220,Single-family residence,1,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448060070,4538-40 LEXINGTON AV,63115,1,4,1140,N,2770,Four-family / small multi-family,4,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448050390,4539 LEXINGTON AV,63115,1,1,1110,N,3190,Single-family residence,1,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448050400,4545 LEXINGTON AV,63115,1,1,1110,N,2750,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448050410,4547 LEXINGTON AV,63115,1,1,1110,N,1410,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448050420,4549 LEXINGTON AV,63115,1,1,1110,N,1750,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448060040,4550 LEXINGTON AV,63115,1,2,1120,N,2810,Two-family (duplex/flat),2,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448050430,4551 LEXINGTON AV,63115,1,1,1110,N,2280,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448050440,4553 LEXINGTON AV,63115,1,1,1110,N,800,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448060030,4554 LEXINGTON AV,63115,1,1,1110,N,3560,Single-family residence,1,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448050450,4555 LEXINGTON AV,63115,1,1,1110,N,1120,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448050460,4557 LEXINGTON AV,63115,1,1,1110,N,2280,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448050470,4559 LEXINGTON AV,63115,1,1,1110,N,1640,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448060020,4560 LEXINGTON AV,63115,1,4,1140,N,4600,Four-family / small multi-family,4,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14448050480,4561 LEXINGTON AV,63115,1,1,1110,N,2300,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448060010,4562 LEXINGTON AV,63115,1,4,1140,N,1530,Four-family / small multi-family,4,4519 Lexington Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14449020090,4601 LEXINGTON AV,63115,1,1,1110,N,2620,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14449020100,4605 LEXINGTON AV,63115,1,1,1110,N,930,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14449010060,4606 LEXINGTON AV,63115,1,1,1110,N,1490,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue,2
14449010050,4608 LEXINGTON AV,63115,1,1,1110,N,1340,Single-family residence,1,4541 Ashland Avenue,1
14449020120,4609 LEXINGTON AV,63115,1,1,1110,N,4270,Single-family residence,1,4541 Ashland Avenue,1
14449010040,4610 LEXINGTON AV,63115,1,1,1110,N,3990,Single-family residence,1,4541 Ashland Avenue,1
14449020130,4611 LEXINGTON AV,63115,1,1,1110,N,2840,Single-family residence,1,4541 Ashland Avenue,1
14449020140,4615 LEXINGTON AV,63115,1,1,1110,N,3470,Single-family residence,1,4541 Ashland Avenue,1
14449010020,4616 LEXINGTON AV,63115,1,1,1110,N,1690,Single-family residence,1,4541 Ashland Avenue,1
13714000390,4537 MAFFITT AV,63113,1,1,1110,N,840,Single-family residence,1,4547 Maffitt Avenue,1
13714000400,4539 MAFFITT AV,63113,1,1,1110,N,1410,Single-family residence,1,4547 Maffitt Avenue,1
13714000440,4557 MAFFITT AV,63113,1,1,1110,N,290,Single-family residence,1,4547 Maffitt Avenue,1
13714000450,4559 MAFFITT AV,63113,1,1,1110,N,290,Single-family residence,1,4547 Maffitt Avenue,1
13714000460,4561 MAFFITT AV,63113,1,1,1110,N,670,Single-family residence,1,4547 Maffitt Avenue,1
13714000520,4583-5 MAFFITT AV,63113,1,1,1110,N,590,Single-family residence,1,4547 Maffitt Avenue,1
13715000040,4584 MAFFITT AV,63113,1,4,1140,N,290,Four-family / small multi-family,4,4547 Maffitt Avenue; 4577 Cottage Avenue,2
13715000030,4586 MAFFITT AV,63113,1,1,1110,N,870,Single-family residence,1,4547 Maffitt Avenue; 4577 Cottage Avenue,2
13715000020,4590 MAFFITT AV,63113,1,1,1110,N,1690,Single-family residence,1,4547 Maffitt Avenue; 4577 Cottage Avenue,2
13714000550,4593 MAFFITT AV,63113,1,1,1110,N,1540,Single-family residence,1,4547 Maffitt Avenue,1
13715000010,4594 MAFFITT AV,63113,1,1,1110,N,1460,Single-family residence,1,4547 Maffitt Avenue; 4577 Cottage Avenue,2
13769000290,4912 MAPLE AV,63113,1,1,1110,N,8220,Single-family residence,1,1219 Bayard Avenue; 4926 Page Boulevard,2
13768030261,4915 MAPLE AV,63113,1,1,1110,N,2360,Single-family residence,1,1219 Bayard Avenue; 4926 Page Boulevard,2
13768030262,4917 MAPLE AV,63113,1,2,1120,N,1160,Two-family (duplex/flat),2,1219 Bayard Avenue; 4926 Page Boulevard,2
13768030270,4919-21 MAPLE AV,63113,1,4,1140,N,2260,Four-family / small multi-family,4,1219 Bayard Avenue; 4926 Page Boulevard,2
13769000280,4920-2 MAPLE AV,63113,1,1,1110,N,25940,Single-family residence,1,1219 Bayard Avenue; 4926 Page Boulevard,2
13769000270,4924-6 MAPLE AV,63113,1,2,1120,N,1900,Two-family (duplex/flat),2,4926 Page Boulevard,1
13767000170,4944-6 MAPLE AV,63113,2,0,5920,Y,0,Code 5920 (not in dictionary),1,4926 Page Boulevard,1
13767000160,4948 MAPLE AV,63113,1,1,1110,N,460,Single-family residence,1,4926 Page Boulevard,1
13767000150,4950 MAPLE AV,63113,1,1,1110,N,1140,Single-family residence,1,4926 Page Boulevard,1
13767000140,4954 MAPLE AV,63113,1,1,1110,N,1720,Single-family residence,1,4926 Page Boulevard,1
13767000130,4956 MAPLE AV,63113,1,1,1110,N,1980,Single-family residence,1,4926 Page Boulevard,1
13767000120,4962 MAPLE AV,63113,1,8,1185,N,6760,"Residential variant, likely condo/misc (?)",8,4926 Page Boulevard,1
13780000410,1723 MARCUS AV,63113,1,1,1110,N,1180,Single-family residence,1,1803 Cora Avenue; 1825 Cora Avenue,2
13780000400,1725 MARCUS AV,63113,1,1,1110,N,1030,Single-family residence,1,1803 Cora Avenue; 1825 Cora Avenue,2
13780000390,1727 MARCUS AV,63113,1,1,1110,N,1300,Single-family residence,1,1803 Cora Avenue; 1825 Cora Avenue,2
13780000370,1737 MARCUS AV,63113,1,1,1110,N,1830,Single-family residence,1,1803 Cora Avenue; 1825 Cora Avenue,2
13780000350,1741 MARCUS AV,63113,1,1,1110,N,2720,Single-family residence,1,1803 Cora Avenue; 1825 Cora Avenue; 4649 N Market Street,3
13780000340,1743-5 MARCUS AV,63113,1,1,6913,N,0,Religious-related building (?),1,1803 Cora Avenue; 1825 Cora Avenue; 4649 N Market Street,3
13781000360,1901-3 MARCUS AV,63113,1,4,1140,N,1980,Four-family / small multi-family,4,1825 Cora Avenue; 4649 N Market Street,2
13781000350,1905-7 MARCUS AV,63113,1,3,1140,N,2170,Four-family / small multi-family,3,1825 Cora Avenue; 4649 N Market Street,2
13781000340,1909-11 MARCUS AV,63113,1,4,1140,N,2260,Four-family / small multi-family,4,1825 Cora Avenue; 4649 N Market Street,2
14473000010,1918-24 MARCUS AV,63113,2,2,1110,N,700,Single-family residence,2,1825 Cora Avenue; 4649 N Market Street,2
13781000320,1921 MARCUS AV,63113,1,2,1120,N,1890,Two-family (duplex/flat),2,1825 Cora Avenue; 4649 N Market Street,2
13781000310,1923 MARCUS AV,63113,1,2,1120,N,3420,Two-family (duplex/flat),2,4649 N Market Street,1
13781000270,2405 MARCUS AV,63113,1,1,6240,N,6630,Code 6240 (not in dictionary),1,4649 N Market Street,1
14471000310,2500-22 MARCUS AV,63113,1,0,5000,N,0,"Commercial/retail, general",1,4615 Saint Ferdinand Avenue; 4649 N Market Street,2
14477010280,2507-9 MARCUS AV,63113,2,2,5920,N,4750,Code 5920 (not in dictionary),2,4649 N Market Street,1
14480000440,3013-5 MARCUS AV,63115,1,4,1140,N,0,Four-family / small multi-family,4,4651 Labadie Avenue,1
14461000050,3048 MARCUS AV,63115,1,2,1120,N,810,Two-family (duplex/flat),2,4651 Labadie Avenue,1
14461000060,3052-4 MARCUS AV,63115,1,4,1140,N,1880,Four-family / small multi-family,4,4651 Labadie Avenue,1
14461000080,3058-60 MARCUS AV,63115,1,4,1140,N,3250,Four-family / small multi-family,4,4651 Labadie Avenue,1
13621000010,3018 MARNICE PL,63115,1,1,1110,N,1340,Single-family residence,1,4327 Labadie Avenue,1
13546000460,4501-3 MARY AV,63107,1,3,1130,N,2390,Three-family,3,4016 Carter Avenue,1
13546000455,4507 MARY AV,63107,1,1,1110,N,1930,Single-family residence,1,4016 Carter Avenue,1
13546000450,4509 MARY AV,63107,1,1,1110,N,2070,Single-family residence,1,4016 Carter Avenue,1
13546000410,4519 MARY AV,63107,1,1,1110,N,290,Single-family residence,1,4016 Carter Avenue,1
13546000400,4523 MARY AV,63107,1,2,1120,N,290,Two-family (duplex/flat),2,4016 Carter Avenue,1
13546000390,4525 MARY AV,63107,1,2,1120,N,2940,Two-family (duplex/flat),2,4016 Carter Avenue,1
13546000370,4529 MARY AV,63107,1,1,1110,N,2100,Single-family residence,1,4016 Carter Avenue,1
13546000360,4531 MARY AV,63107,1,1,1110,N,800,Single-family residence,1,4016 Carter Avenue,1
13546000310,4547 MARY AV,63107,1,1,1120,N,3530,Two-family (duplex/flat),1,4016 Carter Avenue,1
13546000300,4549 MARY AV,63107,1,2,1120,N,4070,Two-family (duplex/flat),2,4016 Carter Avenue,1
13546000290,4551 MARY AV,63107,1,2,1120,N,2790,Two-family (duplex/flat),2,4016 Carter Avenue,1
15057000040,4732 MCMILLAN AV,63108,1,2,1120,N,660,Two-family (duplex/flat),2,912 Bayard Avenue,1
15052000260,4733-5 MCMILLAN AV,63108,1,4,1140,N,4270,Four-family / small multi-family,4,912 Bayard Avenue,1
15057000030,4734 MCMILLAN AV,63108,1,2,1120,N,180,Two-family (duplex/flat),2,912 Bayard Avenue,1
15052000270,4737-9 MCMILLAN AV,63108,1,4,1140,N,1160,Four-family / small multi-family,4,912 Bayard Avenue,1
15057000010,4740 MCMILLAN AV,63108,1,1,1110,N,1110,Single-family residence,1,912 Bayard Avenue,1
15052000290,4747-9 MCMILLAN AV,63108,1,4,1140,N,2620,Four-family / small multi-family,4,912 Bayard Avenue,1
15052000300,4751 MCMILLAN AV,63108,1,2,1120,N,2370,Two-family (duplex/flat),2,912 Bayard Avenue,1
15052000310,4755 MCMILLAN AV,63108,2,2,5000,N,5510,"Commercial/retail, general",2,912 Bayard Avenue,1
13763050140,776 N EUCLID AV,63108,1,1,1110,N,1350,Single-family residence,1,912 Bayard Avenue,1
13763050150,778 N EUCLID AV,63108,1,1,1110,N,3060,Single-family residence,1,912 Bayard Avenue,1
13763050210,904-8 N EUCLID AV,63108,1,12,1185,N,23920,"Residential variant, likely condo/misc (?)",12,912 Bayard Avenue,1
13769000435,1147-57 N EUCLID AV,63113,1,2,1120,N,3630,Two-family (duplex/flat),2,1219 Bayard Avenue,1
13770000040,1200-4 N EUCLID AV,63113,1,6,1185,N,11300,"Residential variant, likely condo/misc (?)",6,1151 Walton Avenue; 1219 Bayard Avenue,2
13769000380,1201 N EUCLID AV,63113,1,2,1120,N,2690,Two-family (duplex/flat),2,1219 Bayard Avenue,1
13769000370,1205 N EUCLID AV,63113,1,2,1120,N,3010,Two-family (duplex/flat),2,1219 Bayard Avenue,1
13769000360,1207 N EUCLID AV,63113,1,1,1110,N,840,Single-family residence,1,1219 Bayard Avenue,1
13770000050,1208 N EUCLID AV,63113,1,2,1120,N,5490,Two-family (duplex/flat),2,1219 Bayard Avenue,1
13769000350,1209 N EUCLID AV,63113,1,1,1110,N,2830,Single-family residence,1,1219 Bayard Avenue; 4926 Page Boulevard,2
13770000060,1210 N EUCLID AV,63113,1,2,1120,N,9390,Two-family (duplex/flat),2,1219 Bayard Avenue,1
13769000340,1215 N EUCLID AV,63113,1,1,1110,N,680,Single-family residence,1,1219 Bayard Avenue; 4926 Page Boulevard,2
13769000330,1217 N EUCLID AV,63113,1,1,1110,N,1180,Single-family residence,1,1219 Bayard Avenue; 4926 Page Boulevard,2
